mite ID,zone ID,status,max diff,local diff,recording
mite_0024,alive,alive,81.0,77.66666666666667,8
mite_0025,alive,alive,57.0,56.666666666666664,1
mite_0025,alive,alive,50.0,48.0,2
mite_0025,alive,dead,11.0,10.0,3
mite_0025,alive,dead,11.0,10.666666666666666,4
mite_0025,alive,alive,60.0,56.0,5
mite_0025,alive,alive,38.0,33.0,6
mite_0025,alive,dead,11.0,10.333333333333334,7
mite_0025,alive,dead,10.0,9.333333333333334,8
mite_0026,alive,alive,69.0,60.666666666666664,1
mite_0026,alive,dead,20.0,15.666666666666666,2
mite_0026,alive,dead,12.0,12.0,3
mite_0026,alive,dead,12.0,11.333333333333334,4
mite_0026,alive,dead,12.0,11.333333333333334,5
mite_0026,alive,dead,13.0,11.0,6
mite_0026,alive,alive,79.0,74.0,7
mite_0026,alive,dead,12.0,11.333333333333334,8
mite_0027,alive,alive,62.0,46.666666666666664,1
mite_0027,alive,alive,64.0,60.0,2
mite_0027,alive,dead,14.0,11.333333333333334,3
mite_0027,alive,dead,13.0,10.333333333333334,4
mite_0027,alive,dead,12.0,11.0,5
mite_0027,alive,dead,10.0,10.0,6
mite_0027,alive,alive,59.0,56.0,7
mite_0027,alive,dead,11.0,9.666666666666666,8
mite_0028,dead,dead,9.0,8.666666666666666,1
mite_0028,dead,dead,12.0,10.333333333333334,2
mite_0028,dead,dead,11.0,10.0,3
mite_0028,dead,dead,11.0,10.0,4
mite_0028,dead,dead,10.0,9.333333333333334,5
mite_0028,dead,dead,10.0,9.333333333333334,6
mite_0028,dead,dead,11.0,11.0,7
mite_0028,dead,dead,10.0,9.0,8
mite_0029,alive,alive,31.0,27.333333333333332,1
mite_0029,alive,alive,42.0,37.0,2
mite_0029,alive,dead,10.0,7.333333333333333,3
mite_0029,alive,alive,31.0,30.0,4
mite_0029,alive,alive,49.0,46.333333333333336,5
mite_0029,alive,alive,52.0,50.333333333333336,6
mite_0029,alive,alive,28.0,21.333333333333332,7
mite_0029,alive,dead,9.0,8.333333333333334,8
mite_0030,dead,dead,10.0,10.0,1
mite_0030,dead,dead,11.0,10.0,2
mite_0030,dead,dead,12.0,10.666666666666666,3
mite_0030,dead,dead,11.0,10.0,4
mite_0030,dead,dead,11.0,10.333333333333334,5
mite_0030,dead,dead,10.0,10.0,6
mite_0030,dead,dead,12.0,10.333333333333334,7
mite_0030,dead,dead,11.0,10.333333333333334,8
mite_0031,dead,dead,11.0,9.666666666666666,1
mite_0031,dead,dead,12.0,11.0,2
mite_0031,dead,dead,11.0,10.333333333333334,3
mite_0031,dead,dead,11.0,10.333333333333334,4
mite_0031,dead,dead,10.0,10.0,5
mite_0031,dead,dead,11.0,10.0,6
mite_0031,dead,dead,11.0,10.666666666666666,7
mite_0031,dead,dead,11.0,10.0,8
mite_0032,dead,dead,10.0,9.333333333333334,1
mite_0032,dead,dead,9.0,8.333333333333334,2
mite_0032,dead,dead,10.0,9.666666666666666,3
mite_0032,dead,dead,10.0,8.666666666666666,4
mite_0032,dead,dead,10.0,9.333333333333334,5
mite_0032,dead,dead,11.0,10.0,6
mite_0032,dead,dead,10.0,9.333333333333334,7
mite_0032,dead,dead,9.0,8.0,8
mite_0033,alive,alive,57.0,46.666666666666664,1
mite_0033,alive,alive,37.0,32.333333333333336,2
mite_0033,alive,dead,11.0,9.666666666666666,3
mite_0033,alive,dead,11.0,10.333333333333334,4
mite_0033,alive,dead,11.0,10.333333333333334,5
mite_0033,alive,alive,55.0,51.666666666666664,6
mite_0033,alive,alive,31.0,21.333333333333332,7
mite_0033,alive,dead,14.0,11.333333333333334,8
mite_0034,alive,alive,54.0,47.666666666666664,1
mite_0034,alive,alive,49.0,39.0,2
mite_0034,alive,dead,12.0,10.666666666666666,3
mite_0034,alive,alive,46.0,44.0,4
mite_0034,alive,dead,10.0,9.333333333333334,5
mite_0034,alive,dead,11.0,10.333333333333334,6
mite_0034,alive,dead,11.0,10.333333333333334,7
mite_0034,alive,alive,55.0,48.666666666666664,8
mite_0035,dead,dead,11.0,10.333333333333334,1
mite_0035,dead,dead,10.0,9.666666666666666,2
mite_0035,dead,dead,10.0,9.333333333333334,3
mite_0035,dead,dead,11.0,10.333333333333334,4
mite_0035,dead,dead,11.0,9.666666666666666,5
mite_0035,dead,dead,11.0,9.666666666666666,6
mite_0035,dead,dead,11.0,10.0,7
mite_0035,dead,dead,10.0,9.666666666666666,8
mite_0036,dead,dead,11.0,10.333333333333334,1
mite_0036,dead,dead,11.0,10.333333333333334,2
mite_0036,dead,dead,11.0,10.333333333333334,3
mite_0036,dead,dead,12.0,10.666666666666666,4
mite_0036,dead,dead,10.0,10.0,5
mite_0036,dead,dead,11.0,10.666666666666666,6
mite_0036,dead,dead,11.0,9.666666666666666,7
mite_0036,dead,dead,11.0,10.0,8
mite_0037,dead,dead,11.0,10.333333333333334,1
mite_0037,dead,dead,10.0,9.333333333333334,2
mite_0037,dead,dead,10.0,10.0,3
mite_0037,dead,dead,12.0,10.333333333333334,4
mite_0037,dead,dead,11.0,10.333333333333334,5
mite_0037,dead,dead,11.0,9.666666666666666,6
mite_0037,dead,dead,10.0,9.666666666666666,7
mite_0037,dead,dead,10.0,9.333333333333334,8
mite_0038,alive,alive,57.0,53.0,1
mite_0038,alive,alive,63.0,51.666666666666664,2
mite_0038,alive,dead,12.0,10.333333333333334,3
mite_0038,alive,dead,12.0,10.0,4
mite_0038,alive,dead,14.0,12.666666666666666,5
mite_0038,alive,alive,68.0,67.33333333333333,6
mite_0038,alive,dead,10.0,9.0,7
mite_0038,alive,dead,12.0,9.666666666666666,8
mite_0039,dead,dead,11.0,10.333333333333334,1
mite_0039,dead,dead,10.0,9.333333333333334,2
mite_0039,dead,dead,13.0,11.666666666666666,3
mite_0039,dead,dead,12.0,11.333333333333334,4
mite_0039,dead,dead,12.0,11.333333333333334,5
mite_0039,dead,dead,11.0,10.0,6
mite_0039,dead,dead,12.0,11.0,7
mite_0039,dead,dead,13.0,10.666666666666666,8
mite_0040,dead,dead,10.0,9.666666666666666,1
mite_0040,dead,dead,10.0,10.0,2
mite_0040,dead,dead,12.0,10.666666666666666,3
mite_0040,dead,dead,11.0,10.0,4
mite_0040,dead,dead,11.0,10.333333333333334,5
mite_0040,dead,dead,11.0,10.333333333333334,6
mite_0040,dead,dead,12.0,11.0,7
mite_0040,dead,dead,11.0,10.666666666666666,8
mite_0041,dead,dead,11.0,9.0,1
mite_0041,dead,dead,11.0,10.666666666666666,2
mite_0041,dead,dead,11.0,10.333333333333334,3
mite_0041,dead,dead,10.0,9.666666666666666,4
mite_0041,dead,dead,10.0,9.333333333333334,5
mite_0041,dead,dead,10.0,9.666666666666666,6
mite_0041,dead,dead,11.0,10.333333333333334,7
mite_0041,dead,dead,10.0,9.333333333333334,8
mite_0042,dead,dead,13.0,12.0,1
mite_0042,dead,dead,11.0,10.666666666666666,2
mite_0042,dead,dead,12.0,11.333333333333334,3
mite_0042,dead,dead,12.0,11.0,4
mite_0042,dead,dead,13.0,11.333333333333334,5
mite_0042,dead,dead,11.0,10.333333333333334,6
mite_0042,dead,dead,11.0,10.333333333333334,7
mite_0042,dead,dead,11.0,10.666666666666666,8
mite_0043,alive,alive,39.0,32.666666666666664,1
mite_0043,alive,alive,45.0,34.333333333333336,2
mite_0043,alive,dead,10.0,9.333333333333334,3
mite_0043,alive,dead,11.0,9.333333333333334,4
mite_0043,alive,dead,19.0,13.0,5
mite_0043,alive,dead,11.0,9.333333333333334,6
mite_0043,alive,alive,46.0,38.0,7
mite_0043,alive,dead,11.0,9.666666666666666,8
mite_0044,alive,alive,53.0,50.0,1
mite_0044,alive,alive,41.0,37.666666666666664,2
mite_0044,alive,alive,61.0,56.666666666666664,3
mite_0044,alive,dead,12.0,11.0,4
mite_0044,alive,alive,43.0,37.0,5
mite_0044,alive,dead,11.0,10.333333333333334,6
mite_0044,alive,dead,11.0,10.333333333333334,7
mite_0044,alive,dead,11.0,10.333333333333334,8
mite_0045,dead,dead,11.0,9.666666666666666,1
mite_0045,dead,dead,11.0,10.333333333333334,2
mite_0045,dead,dead,11.0,10.333333333333334,3
mite_0045,dead,dead,10.0,9.666666666666666,4
mite_0045,dead,dead,11.0,9.0,5
mite_0045,dead,dead,10.0,9.333333333333334,6
mite_0045,dead,dead,10.0,9.333333333333334,7
mite_0045,dead,dead,11.0,10.333333333333334,8
mite_0046,alive,dead,14.0,12.333333333333334,1
mite_0046,alive,dead,11.0,10.333333333333334,2
mite_0046,alive,dead,12.0,10.666666666666666,3
mite_0046,alive,dead,12.0,11.0,4
mite_0046,alive,dead,14.0,11.0,5
mite_0046,alive,dead,11.0,10.333333333333334,6
mite_0046,alive,dead,10.0,10.0,7
mite_0046,alive,dead,14.0,12.0,8
mite_0047,dead,dead,10.0,9.333333333333334,1
mite_0047,dead,dead,9.0,9.0,2
mite_0047,dead,dead,11.0,9.333333333333334,3
mite_0047,dead,dead,10.0,9.666666666666666,4
mite_0047,dead,dead,10.0,9.666666666666666,5
mite_0047,dead,dead,11.0,9.333333333333334,6
mite_0047,dead,dead,10.0,9.333333333333334,7
mite_0047,dead,dead,10.0,9.666666666666666,8
mite_0048,alive,dead,14.0,12.0,1
mite_0048,alive,dead,12.0,9.666666666666666,2
mite_0048,alive,dead,10.0,9.333333333333334,3
mite_0048,alive,dead,11.0,9.666666666666666,4
mite_0048,alive,dead,9.0,8.666666666666666,5
mite_0048,alive,dead,10.0,10.0,6
mite_0048,alive,dead,11.0,9.666666666666666,7
mite_0048,alive,dead,11.0,9.333333333333334,8
mite_0049,alive,alive,63.0,59.333333333333336,1
mite_0049,alive,dead,11.0,10.333333333333334,2
mite_0049,alive,dead,10.0,9.666666666666666,3
mite_0049,alive,dead,11.0,10.666666666666666,4
mite_0049,alive,dead,12.0,11.0,5
mite_0049,alive,dead,11.0,10.333333333333334,6
mite_0049,alive,dead,11.0,11.0,7
mite_0049,alive,dead,12.0,11.333333333333334,8
mite_0050,alive,alive,53.0,51.666666666666664,1
mite_0050,alive,alive,58.0,54.666666666666664,2
mite_0050,alive,dead,12.0,11.333333333333334,3
mite_0050,alive,dead,11.0,10.333333333333334,4
mite_0050,alive,dead,11.0,10.0,5
mite_0050,alive,dead,12.0,11.666666666666666,6
mite_0050,alive,alive,63.0,56.0,7
mite_0050,alive,dead,12.0,11.0,8
mite_0051,dead,dead,12.0,11.0,1
mite_0051,dead,dead,12.0,10.333333333333334,2
mite_0051,dead,dead,12.0,10.333333333333334,3
mite_0051,dead,dead,12.0,10.666666666666666,4
mite_0051,dead,dead,12.0,10.666666666666666,5
mite_0051,dead,dead,11.0,10.0,6
mite_0051,dead,dead,12.0,11.333333333333334,7
mite_0051,dead,dead,12.0,11.0,8
mite_0052,alive,alive,49.0,37.0,1
mite_0052,alive,alive,40.0,37.666666666666664,2
mite_0052,alive,alive,32.0,26.666666666666668,3
mite_0052,alive,alive,54.0,49.666666666666664,4
mite_0052,alive,alive,48.0,44.666666666666664,5
mite_0052,alive,dead,10.0,9.666666666666666,6
mite_0052,alive,dead,9.0,8.666666666666666,7
mite_0052,alive,dead,11.0,10.333333333333334,8
mite_0053,alive,dead,12.0,10.0,1
mite_0053,alive,dead,15.0,12.0,2
mite_0053,alive,alive,57.0,50.0,3
mite_0053,alive,alive,47.0,44.333333333333336,4
mite_0053,alive,alive,49.0,45.666666666666664,5
mite_0053,alive,alive,59.0,56.0,6
mite_0053,alive,alive,52.0,48.0,7
mite_0053,alive,dead,12.0,10.666666666666666,8
mite_0054,dead,dead,11.0,9.333333333333334,1
mite_0054,dead,dead,10.0,9.333333333333334,2
mite_0054,dead,dead,10.0,10.0,3
mite_0054,dead,dead,11.0,10.666666666666666,4
mite_0054,dead,dead,10.0,9.333333333333334,5
mite_0054,dead,dead,11.0,9.333333333333334,6
mite_0054,dead,dead,11.0,10.333333333333334,7
mite_0054,dead,dead,10.0,9.333333333333334,8
mite_0055,dead,dead,10.0,9.666666666666666,1
mite_0055,dead,dead,10.0,9.666666666666666,2
mite_0055,dead,dead,11.0,10.0,3
mite_0055,dead,dead,11.0,10.0,4
mite_0055,dead,dead,10.0,10.0,5
mite_0055,dead,dead,11.0,10.666666666666666,6
mite_0055,dead,dead,10.0,9.333333333333334,7
mite_0055,dead,dead,13.0,11.0,8
mite_0056,dead,dead,11.0,11.0,1
mite_0056,dead,dead,12.0,11.333333333333334,2
mite_0056,dead,dead,11.0,11.0,3
mite_0056,dead,dead,13.0,11.666666666666666,4
mite_0056,dead,dead,11.0,10.666666666666666,5
mite_0056,dead,dead,12.0,11.0,6
mite_0056,dead,dead,11.0,9.666666666666666,7
mite_0056,dead,dead,11.0,11.0,8
mite_0057,dead,dead,13.0,11.666666666666666,1
mite_0057,dead,dead,12.0,11.333333333333334,2
mite_0057,dead,dead,12.0,11.333333333333334,3
mite_0057,dead,dead,13.0,11.666666666666666,4
mite_0057,dead,dead,14.0,12.333333333333334,5
mite_0057,dead,dead,14.0,12.0,6
mite_0057,dead,dead,12.0,11.666666666666666,7
mite_0057,dead,dead,13.0,12.666666666666666,8
