mite ID,zone ID,status,max diff,local diff,recording
mite_0000,dead,dead,11.0,9.666666666666666,1
mite_0000,dead,dead,11.0,10.666666666666666,2
mite_0000,dead,dead,11.0,10.333333333333334,3
mite_0000,dead,dead,12.0,10.0,4
mite_0000,dead,dead,10.0,10.0,5
mite_0000,dead,dead,11.0,10.666666666666666,6
mite_0000,dead,dead,11.0,10.333333333333334,7
mite_0000,dead,dead,11.0,10.666666666666666,8
mite_0001,dead,dead,12.0,11.333333333333334,1
mite_0001,dead,dead,11.0,10.333333333333334,2
mite_0001,dead,dead,11.0,10.0,3
mite_0001,dead,dead,11.0,10.333333333333334,4
mite_0001,dead,dead,12.0,11.333333333333334,5
mite_0001,dead,dead,12.0,11.666666666666666,6
mite_0001,dead,dead,11.0,10.0,7
mite_0001,dead,dead,12.0,11.0,8
mite_0002,dead,dead,12.0,10.0,1
mite_0002,dead,dead,10.0,10.0,2
mite_0002,dead,dead,11.0,9.333333333333334,3
mite_0002,dead,dead,10.0,9.0,4
mite_0002,dead,dead,12.0,10.333333333333334,5
mite_0002,dead,dead,12.0,9.666666666666666,6
mite_0002,dead,dead,13.0,11.666666666666666,7
mite_0002,dead,dead,11.0,9.666666666666666,8
mite_0003,alive,alive,64.0,53.666666666666664,1
mite_0003,alive,alive,60.0,58.666666666666664,2
mite_0003,alive,alive,64.0,61.333333333333336,3
mite_0003,alive,alive,54.0,52.666666666666664,4
mite_0003,alive,alive,51.0,50.0,5
mite_0003,alive,dead,11.0,10.333333333333334,6
mite_0003,alive,dead,11.0,10.333333333333334,7
mite_0003,alive,dead,11.0,10.333333333333334,8
mite_0004,dead,dead,10.0,10.0,1
mite_0004,dead,dead,11.0,9.333333333333334,2
mite_0004,dead,dead,11.0,10.333333333333334,3
mite_0004,dead,dead,12.0,10.333333333333334,4
mite_0004,dead,dead,12.0,11.0,5
mite_0004,dead,dead,11.0,9.666666666666666,6
mite_0004,dead,dead,13.0,11.0,7
mite_0004,dead,dead,10.0,9.333333333333334,8
mite_0005,dead,dead,11.0,10.0,1
mite_0005,dead,dead,11.0,9.666666666666666,2
mite_0005,dead,dead,11.0,10.666666666666666,3
mite_0005,dead,dead,11.0,9.666666666666666,4
mite_0005,dead,dead,11.0,9.666666666666666,5
mite_0005,dead,dead,13.0,10.666666666666666,6
mite_0005,dead,dead,12.0,11.0,7
mite_0005,dead,dead,11.0,9.666666666666666,8
mite_0006,alive,alive,58.0,56.666666666666664,1
mite_0006,alive,alive,36.0,26.666666666666668,2
mite_0006,alive,dead,18.0,16.0,3
mite_0006,alive,alive,36.0,27.0,4
mite_0006,alive,alive,59.0,57.333333333333336,5
mite_0006,alive,alive,32.0,30.0,6
mite_0006,alive,alive,61.0,54.666666666666664,7
mite_0006,alive,alive,58.0,55.666666666666664,8
mite_0007,dead,dead,12.0,10.333333333333334,1
mite_0007,dead,dead,11.0,10.666666666666666,2
mite_0007,dead,dead,12.0,10.666666666666666,3
mite_0007,dead,dead,11.0,10.333333333333334,4
mite_0007,dead,dead,11.0,10.333333333333334,5
mite_0007,dead,dead,11.0,10.333333333333334,6
mite_0007,dead,dead,11.0,10.333333333333334,7
mite_0007,dead,dead,11.0,11.0,8
mite_0008,dead,dead,11.0,10.666666666666666,1
mite_0008,dead,dead,12.0,10.333333333333334,2
mite_0008,dead,dead,12.0,11.0,3
mite_0008,dead,dead,11.0,10.333333333333334,4
mite_0008,dead,dead,12.0,10.666666666666666,5
mite_0008,dead,dead,12.0,11.333333333333334,6
mite_0008,dead,dead,12.0,11.333333333333334,7
mite_0008,dead,dead,11.0,10.666666666666666,8
mite_0009,dead,dead,11.0,9.666666666666666,1
mite_0009,dead,dead,10.0,10.0,2
mite_0009,dead,dead,10.0,9.666666666666666,3
mite_0009,dead,dead,10.0,9.333333333333334,4
mite_0009,dead,dead,10.0,9.333333333333334,5
mite_0009,dead,dead,9.0,9.0,6
mite_0009,dead,dead,10.0,9.333333333333334,7
mite_0009,dead,dead,11.0,10.333333333333334,8
mite_0010,dead,dead,11.0,10.666666666666666,1
mite_0010,dead,dead,11.0,10.666666666666666,2
mite_0010,dead,dead,11.0,10.0,3
mite_0010,dead,dead,12.0,10.0,4
mite_0010,dead,dead,11.0,10.666666666666666,5
mite_0010,dead,dead,12.0,11.333333333333334,6
mite_0010,dead,dead,11.0,10.333333333333334,7
mite_0010,dead,dead,12.0,10.666666666666666,8
mite_0011,dead,dead,10.0,9.0,1
mite_0011,dead,dead,10.0,9.333333333333334,2
mite_0011,dead,dead,12.0,11.0,3
mite_0011,dead,dead,11.0,9.666666666666666,4
mite_0011,dead,dead,11.0,9.666666666666666,5
mite_0011,dead,dead,10.0,8.333333333333334,6
mite_0011,dead,dead,12.0,9.666666666666666,7
mite_0011,dead,dead,10.0,8.666666666666666,8
mite_0012,alive,dead,12.0,10.666666666666666,1
mite_0012,alive,dead,11.0,10.333333333333334,2
mite_0012,alive,dead,15.0,12.0,3
mite_0012,alive,alive,58.0,52.0,4
mite_0012,alive,dead,13.0,11.333333333333334,5
mite_0012,alive,dead,12.0,10.666666666666666,6
mite_0012,alive,dead,12.0,11.0,7
mite_0012,alive,dead,13.0,11.0,8
mite_0013,dead,dead,11.0,10.666666666666666,1
mite_0013,dead,dead,12.0,11.0,2
mite_0013,dead,dead,12.0,9.333333333333334,3
mite_0013,dead,dead,12.0,11.0,4
mite_0013,dead,dead,12.0,10.666666666666666,5
mite_0013,dead,dead,13.0,11.0,6
mite_0013,dead,dead,11.0,10.333333333333334,7
mite_0013,dead,dead,12.0,10.666666666666666,8
mite_0014,dead,dead,12.0,10.666666666666666,1
mite_0014,dead,dead,11.0,9.666666666666666,2
mite_0014,dead,dead,10.0,9.666666666666666,3
mite_0014,dead,dead,11.0,10.0,4
mite_0014,dead,dead,12.0,10.666666666666666,5
mite_0014,dead,dead,11.0,10.0,6
mite_0014,dead,dead,10.0,9.333333333333334,7
mite_0014,dead,dead,10.0,9.333333333333334,8
mite_0016,dead,dead,12.0,10.0,1
mite_0016,dead,dead,10.0,10.0,2
mite_0016,dead,dead,12.0,11.0,3
mite_0016,dead,dead,12.0,11.0,4
mite_0016,dead,dead,11.0,10.333333333333334,5
mite_0016,dead,dead,11.0,9.666666666666666,6
mite_0016,dead,dead,12.0,11.666666666666666,7
mite_0016,dead,dead,11.0,9.666666666666666,8
mite_0017,alive,alive,81.0,63.666666666666664,1
mite_0017,alive,alive,77.0,72.0,2
mite_0017,alive,dead,13.0,12.0,3
mite_0017,alive,alive,79.0,76.0,4
mite_0017,alive,alive,76.0,69.0,5
mite_0017,alive,alive,79.0,71.66666666666667,6
mite_0017,alive,alive,79.0,70.0,7
mite_0017,alive,alive,59.0,45.0,8
mite_0018,dead,dead,10.0,9.333333333333334,1
mite_0018,dead,dead,10.0,9.333333333333334,2
mite_0018,dead,dead,11.0,9.333333333333334,3
mite_0018,dead,dead,11.0,9.666666666666666,4
mite_0018,dead,dead,11.0,10.0,5
mite_0018,dead,dead,10.0,9.333333333333334,6
mite_0018,dead,dead,10.0,9.0,7
mite_0018,dead,dead,12.0,10.333333333333334,8
mite_0019,alive,dead,17.0,16.333333333333332,1
mite_0019,alive,alive,74.0,59.333333333333336,2
mite_0019,alive,dead,11.0,10.666666666666666,3
mite_0019,alive,alive,53.0,49.0,4
mite_0019,alive,dead,10.0,10.0,5
mite_0019,alive,alive,50.0,42.0,6
mite_0019,alive,dead,11.0,10.333333333333334,7
mite_0019,alive,dead,11.0,11.0,8
mite_0020,dead,dead,11.0,10.333333333333334,1
mite_0020,dead,dead,12.0,9.666666666666666,2
mite_0020,dead,dead,11.0,10.333333333333334,3
mite_0020,dead,dead,11.0,10.333333333333334,4
mite_0020,dead,dead,10.0,9.333333333333334,5
mite_0020,dead,dead,11.0,10.0,6
mite_0020,dead,dead,12.0,10.0,7
mite_0020,dead,dead,12.0,9.666666666666666,8
mite_0021,alive,alive,54.0,45.666666666666664,1
mite_0021,alive,alive,51.0,47.666666666666664,2
mite_0021,alive,alive,49.0,48.0,3
mite_0021,alive,alive,53.0,45.0,4
mite_0021,alive,dead,11.0,10.333333333333334,5
mite_0021,alive,dead,12.0,10.666666666666666,6
mite_0021,alive,alive,51.0,48.666666666666664,7
mite_0021,alive,alive,61.0,50.333333333333336,8
mite_0022,dead,dead,9.0,8.333333333333334,1
mite_0022,dead,dead,9.0,8.666666666666666,2
mite_0022,dead,dead,10.0,9.0,3
mite_0022,dead,dead,10.0,8.666666666666666,4
mite_0022,dead,dead,10.0,9.0,5
mite_0022,dead,dead,11.0,10.0,6
mite_0022,dead,dead,9.0,8.333333333333334,7
mite_0022,dead,dead,10.0,9.0,8
mite_0023,alive,alive,38.0,27.666666666666668,1
mite_0023,alive,alive,51.0,48.333333333333336,2
mite_0023,alive,alive,59.0,50.0,3
mite_0023,alive,dead,12.0,10.333333333333334,4
mite_0023,alive,alive,60.0,48.333333333333336,5
mite_0023,alive,dead,11.0,10.0,6
mite_0023,alive,dead,10.0,9.333333333333334,7
mite_0023,alive,dead,11.0,9.666666666666666,8
mite_0024,alive,alive,70.0,63.666666666666664,1
mite_0024,alive,alive,66.0,60.333333333333336,2
mite_0024,alive,alive,72.0,66.0,3
mite_0024,alive,dead,12.0,10.333333333333334,4
mite_0024,alive,dead,10.0,10.0,5
mite_0024,alive,alive,69.0,67.66666666666667,6
mite_0024,alive,dead,11.0,9.666666666666666,7
